nl,t,yv,ya,m,ACT,CAP,inv_cost,sc
R12_RCPA,gas_ppl,2060,2080.0,M1,0.0,,,sv_2c_rapid_xcoal
R12_RCPA,gas_ppl,2060,2090.0,M1,0.0,,,sv_2c_rapid_xcoal
R12_RCPA,gas_ppl,2070,2070.0,M1,0.0,,,sv_2c_rapid_xcoal
R12_RCPA,gas_ppl,2070,2080.0,M1,0.0,,,sv_2c_rapid_xcoal
R12_RCPA,gas_ppl,2070,2090.0,M1,0.0,,,sv_2c_rapid_xcoal
R12_RCPA,gas_ppl,2080,2080.0,M1,0.0,,,sv_2c_rapid_xcoal
R12_RCPA,gas_ppl,2080,2090.0,M1,0.0,,,sv_2c_rapid_xcoal
R12_RCPA,gas_ppl,2080,2100.0,M1,0.0,,,sv_2c_rapid_xcoal
R12_RCPA,gas_ppl,2090,2090.0,M1,0.0,,,sv_2c_rapid_xcoal
R12_RCPA,gas_ppl,2090,2100.0,M1,0.0,,,sv_2c_rapid_xcoal
R12_RCPA,gas_ppl,2090,2110.0,M1,0.0,,,sv_2c_rapid_xcoal
R12_RCPA,gas_ppl,2100,2100.0,M1,0.0,,,sv_2c_rapid_xcoal
R12_RCPA,gas_ppl,2100,2110.0,M1,0.0,,,sv_2c_rapid_xcoal
R12_RCPA,gas_ppl,2110,2110.0,M1,0.0,,,sv_2c_rapid_xcoal
R12_RCPA,igcc,2010,2010.0,M1,0.0,0.0,890.72,sv_2c_rapid_xcoal
R12_RCPA,igcc,2010,2015.0,M1,0.0,,890.72,sv_2c_rapid_xcoal
R12_RCPA,igcc,2010,2020.0,M1,0.0,,890.72,sv_2c_rapid_xcoal
R12_RCPA,igcc,2010,2025.0,M1,0.0,,890.72,sv_2c_rapid_xcoal
R12_RCPA,igcc,2010,2030.0,M1,0.0,0.0,890.72,sv_2c_rapid_xcoal
R12_RCPA,igcc,2010,2035.0,M1,0.0,0.0,890.72,sv_2c_rapid_xcoal
R12_RCPA,igcc,2015,2015.0,M1,0.0,0.0,890.72,sv_2c_rapid_xcoal
R12_RCPA,igcc,2015,2020.0,M1,0.0,,890.72,sv_2c_rapid_xcoal
R12_RCPA,igcc,2015,2025.0,M1,0.0,,890.72,sv_2c_rapid_xcoal
R12_RCPA,igcc,2015,2030.0,M1,0.0,0.0,890.72,sv_2c_rapid_xcoal
R12_RCPA,igcc,2015,2035.0,M1,0.0,0.0,890.72,sv_2c_rapid_xcoal
R12_RCPA,igcc,2015,2040.0,M1,0.0,0.0,890.72,sv_2c_rapid_xcoal
R12_RCPA,igcc,2020,2020.0,M1,0.0,0.0,891.0,sv_2c_rapid_xcoal
R12_RCPA,igcc,2020,2025.0,M1,0.0,,891.0,sv_2c_rapid_xcoal
R12_RCPA,igcc,2020,2030.0,M1,0.0,0.0,891.0,sv_2c_rapid_xcoal
R12_RCPA,igcc,2020,2035.0,M1,0.0,0.0,891.0,sv_2c_rapid_xcoal
R12_RCPA,igcc,2020,2040.0,M1,0.0,0.0,891.0,sv_2c_rapid_xcoal
R12_RCPA,igcc,2020,2045.0,M1,0.0,0.0,891.0,sv_2c_rapid_xcoal
R12_RCPA,igcc,2025,2025.0,M1,0.0,0.0,1095.93,sv_2c_rapid_xcoal
R12_RCPA,igcc,2025,2030.0,M1,0.0,0.0,1095.93,sv_2c_rapid_xcoal
R12_RCPA,igcc,2025,2035.0,M1,0.0,0.0,1095.93,sv_2c_rapid_xcoal
R12_RCPA,igcc,2025,2040.0,M1,0.0,0.0,1095.93,sv_2c_rapid_xcoal
R12_RCPA,igcc,2025,2045.0,M1,0.0,0.0,1095.93,sv_2c_rapid_xcoal
R12_RCPA,igcc,2025,2050.0,M1,0.0,0.0,1095.93,sv_2c_rapid_xcoal
R12_RCPA,igcc,2030,2030.0,M1,0.0,0.0,1096.617496,sv_2c_rapid_xcoal
R12_RCPA,igcc,2030,2035.0,M1,0.0,0.0,1096.617496,sv_2c_rapid_xcoal
R12_RCPA,igcc,2030,2040.0,M1,0.0,0.0,1096.617496,sv_2c_rapid_xcoal
R12_RCPA,igcc,2030,2045.0,M1,0.0,0.0,1096.617496,sv_2c_rapid_xcoal
R12_RCPA,igcc,2030,2050.0,M1,0.0,0.0,1096.617496,sv_2c_rapid_xcoal
R12_RCPA,igcc,2030,2055.0,M1,0.0,0.0,1096.617496,sv_2c_rapid_xcoal
R12_RCPA,igcc,2035,2035.0,M1,0.0,0.0,1108.108301,sv_2c_rapid_xcoal
R12_RCPA,igcc,2035,2040.0,M1,0.0,0.0,1108.108301,sv_2c_rapid_xcoal
R12_RCPA,igcc,2035,2045.0,M1,0.0,0.0,1108.108301,sv_2c_rapid_xcoal
R12_RCPA,igcc,2035,2050.0,M1,0.0,0.0,1108.108301,sv_2c_rapid_xcoal
R12_RCPA,igcc,2035,2055.0,M1,0.0,0.0,1108.108301,sv_2c_rapid_xcoal
R12_RCPA,igcc,2035,2060.0,M1,0.0,0.0,1108.108301,sv_2c_rapid_xcoal
R12_RCPA,igcc,2040,2040.0,M1,0.0,0.0,1116.570865,sv_2c_rapid_xcoal
R12_RCPA,igcc,2040,2045.0,M1,0.0,0.0,1116.570865,sv_2c_rapid_xcoal
R12_RCPA,igcc,2040,2050.0,M1,0.0,0.0,1116.570865,sv_2c_rapid_xcoal
R12_RCPA,igcc,2040,2055.0,M1,0.0,0.0,1116.570865,sv_2c_rapid_xcoal
R12_RCPA,igcc,2040,2060.0,M1,0.0,0.0,1116.570865,sv_2c_rapid_xcoal
R12_RCPA,igcc,2040,2070.0,M1,0.0,0.0,1116.570865,sv_2c_rapid_xcoal
R12_RCPA,igcc,2045,2045.0,M1,0.0,0.0,1124.683288,sv_2c_rapid_xcoal
R12_RCPA,igcc,2045,2050.0,M1,0.0,0.0,1124.683288,sv_2c_rapid_xcoal
R12_RCPA,igcc,2045,2055.0,M1,0.0,0.0,1124.683288,sv_2c_rapid_xcoal
R12_RCPA,igcc,2045,2060.0,M1,0.0,0.0,1124.683288,sv_2c_rapid_xcoal
R12_RCPA,igcc,2045,2070.0,M1,0.0,0.0,1124.683288,sv_2c_rapid_xcoal
R12_RCPA,igcc,2050,2050.0,M1,0.0,0.0,1134.397173,sv_2c_rapid_xcoal
R12_RCPA,igcc,2050,2055.0,M1,0.0,0.0,1134.397173,sv_2c_rapid_xcoal
R12_RCPA,igcc,2050,2060.0,M1,0.0,0.0,1134.397173,sv_2c_rapid_xcoal
R12_RCPA,igcc,2050,2070.0,M1,0.0,0.0,1134.397173,sv_2c_rapid_xcoal
R12_RCPA,igcc,2050,2080.0,M1,0.0,0.0,1134.397173,sv_2c_rapid_xcoal
R12_RCPA,igcc,2055,2055.0,M1,0.0,0.0,1146.684893,sv_2c_rapid_xcoal
R12_RCPA,igcc,2055,2060.0,M1,0.0,0.0,1146.684893,sv_2c_rapid_xcoal
R12_RCPA,igcc,2055,2070.0,M1,0.0,0.0,1146.684893,sv_2c_rapid_xcoal
R12_RCPA,igcc,2055,2080.0,M1,0.0,0.0,1146.684893,sv_2c_rapid_xcoal
R12_RCPA,igcc,2060,2060.0,M1,0.0,0.0,1163.022869,sv_2c_rapid_xcoal
R12_RCPA,igcc,2060,2070.0,M1,0.0,0.0,1163.022869,sv_2c_rapid_xcoal
R12_RCPA,igcc,2060,2080.0,M1,0.0,0.0,1163.022869,sv_2c_rapid_xcoal
R12_RCPA,igcc,2060,2090.0,M1,0.0,0.0,1163.022869,sv_2c_rapid_xcoal
R12_RCPA,igcc,2070,2070.0,M1,0.0,0.0,1207.556879,sv_2c_rapid_xcoal
R12_RCPA,igcc,2070,2080.0,M1,0.0,0.0,1207.556879,sv_2c_rapid_xcoal
R12_RCPA,igcc,2070,2090.0,M1,0.0,0.0,1207.556879,sv_2c_rapid_xcoal
R12_RCPA,igcc,2080,2080.0,M1,0.0,0.0,1257.540867,sv_2c_rapid_xcoal
R12_RCPA,igcc,2080,2090.0,M1,0.0,0.0,1257.540867,sv_2c_rapid_xcoal
R12_RCPA,igcc,2080,2100.0,M1,0.0,0.0,1257.540867,sv_2c_rapid_xcoal
R12_RCPA,igcc,2090,2090.0,M1,0.0,0.0,1306.85526,sv_2c_rapid_xcoal
R12_RCPA,igcc,2090,2100.0,M1,0.0,0.0,1306.85526,sv_2c_rapid_xcoal
R12_RCPA,igcc,2090,2110.0,M1,0.0,0.0,1306.85526,sv_2c_rapid_xcoal
R12_RCPA,igcc,2100,2100.0,M1,0.0,0.0,1360.819294,sv_2c_rapid_xcoal
R12_RCPA,igcc,2100,2110.0,M1,0.0,0.0,1360.819294,sv_2c_rapid_xcoal
R12_RCPA,igcc,2110,2110.0,M1,0.0,0.0,1360.819294,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2030,2030.0,M1,0.0,0.0,2816.6615211066774,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2030,2035.0,M1,0.0,0.0,2816.6615211066774,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2030,2040.0,M1,0.0,0.0,2816.6615211066774,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2030,2045.0,M1,0.0,0.0,2816.6615211066774,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2030,2050.0,M1,0.0,0.0,2816.6615211066774,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2030,2055.0,M1,0.0,0.0,2816.6615211066774,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2035,2035.0,M1,0.0,0.0,2757.5128852550606,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2035,2040.0,M1,0.0,0.0,2757.5128852550606,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2035,2045.0,M1,0.0,0.0,2757.5128852550606,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2035,2050.0,M1,0.0,0.0,2757.5128852550606,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2035,2055.0,M1,0.0,0.0,2757.5128852550606,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2035,2060.0,M1,0.0,0.0,2757.5128852550606,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2040,2040.0,M1,0.0,0.0,2709.2169457152145,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2040,2045.0,M1,0.0,0.0,2709.2169457152145,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2040,2050.0,M1,0.0,0.0,2709.2169457152145,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2040,2055.0,M1,0.0,0.0,2709.2169457152145,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2040,2060.0,M1,0.0,0.0,2709.2169457152145,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2040,2070.0,M1,0.0,0.0,2709.2169457152145,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2045,2045.0,M1,0.0,0.0,2672.2619177033307,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2045,2050.0,M1,0.0,0.0,2672.2619177033307,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2045,2055.0,M1,0.0,0.0,2672.2619177033307,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2045,2060.0,M1,0.0,0.0,2672.2619177033307,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2045,2070.0,M1,0.0,0.0,2672.2619177033307,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2050,2050.0,M1,0.0,0.0,2646.792561694774,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2050,2055.0,M1,0.0,0.0,2646.792561694774,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2050,2060.0,M1,0.0,0.0,2646.792561694774,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2050,2070.0,M1,0.0,0.0,2646.792561694774,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2050,2080.0,M1,0.0,0.0,2646.792561694774,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2055,2055.0,M1,0.0,0.0,2632.1702562310224,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2055,2060.0,M1,0.0,0.0,2632.1702562310224,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2055,2070.0,M1,0.0,0.0,2632.1702562310224,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2055,2080.0,M1,0.0,0.0,2632.1702562310224,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2060,2060.0,M1,0.0,0.0,2628.776210242787,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2060,2070.0,M1,0.0,0.0,2628.776210242787,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2060,2080.0,M1,0.0,0.0,2628.776210242787,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2060,2090.0,M1,0.0,0.0,2628.776210242787,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2070,2070.0,M1,0.0,0.0,2650.714091678862,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2070,2080.0,M1,0.0,0.0,2650.714091678862,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2070,2090.0,M1,0.0,0.0,2650.714091678862,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2080,2080.0,M1,0.0,0.0,2692.1910964858107,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2080,2090.0,M1,0.0,0.0,2692.1910964858107,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2080,2100.0,M1,0.0,0.0,2692.1910964858107,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2090,2090.0,M1,0.0,0.0,2740.868600816804,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2090,2100.0,M1,0.0,0.0,2740.868600816804,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2090,2110.0,M1,0.0,0.0,2740.868600816804,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2100,2100.0,M1,0.0,0.0,2800.655586851007,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2100,2110.0,M1,0.0,0.0,2800.655586851007,sv_2c_rapid_xcoal
R12_RCPA,igcc_ccs,2110,2110.0,M1,0.0,0.0,2800.655586851007,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2010,2010.0,M1,0.0,0.0,971.7,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2010,2015.0,M1,0.0,,971.7,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2010,2020.0,M1,0.0,,971.7,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2010,2025.0,M1,0.0,,971.7,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2015,2015.0,M1,0.0,0.0,971.7,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2015,2020.0,M1,0.0,,971.7,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2015,2025.0,M1,0.0,,971.7,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2015,2030.0,M1,22.253875,30.695,971.7,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2020,2020.0,M1,0.0,0.0,972.0,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2020,2025.0,M1,0.0,,972.0,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2020,2030.0,M1,23.493625,32.405,972.0,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2020,2035.0,M1,25.5189375,32.405,972.0,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2025,2025.0,M1,0.0,0.0,1195.56,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2025,2030.0,M1,2.7860456029834606,3.8428215213564973,1195.56,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2025,2035.0,M1,3.0262219480682417,3.8428215213564973,1195.56,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2025,2040.0,M1,3.266398293153023,3.8428215213564973,1195.56,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2030,2030.0,M1,0.0,0.0,1142.396846,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2030,2035.0,M1,0.0,0.0,1142.396846,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2030,2040.0,M1,0.0,0.0,1142.396846,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2030,2045.0,M1,0.0,0.0,1142.396846,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2035,2035.0,M1,0.0,0.0,1101.684285,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2035,2040.0,M1,0.0,0.0,1101.684285,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2035,2045.0,M1,0.0,0.0,1101.684285,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2035,2050.0,M1,0.0,0.0,1101.684285,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2040,2040.0,M1,0.0,0.0,1071.601564,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2040,2045.0,M1,0.0,0.0,1071.601564,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2040,2050.0,M1,0.0,0.0,1071.601564,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2040,2055.0,M1,0.0,0.0,1071.601564,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2045,2045.0,M1,0.0,0.0,1050.611861,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2045,2050.0,M1,0.0,0.0,1050.611861,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2045,2055.0,M1,0.0,0.0,1050.611861,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2045,2060.0,M1,0.0,0.0,1050.611861,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2050,2050.0,M1,0.0,0.0,1037.471695,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2050,2055.0,M1,0.0,0.0,1037.471695,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2050,2060.0,M1,0.0,0.0,1037.471695,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2050,2070.0,M1,0.0,0.0,1037.471695,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2055,2055.0,M1,0.0,0.0,1030.532285,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2055,2060.0,M1,0.0,0.0,1030.532285,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2055,2070.0,M1,0.0,0.0,1030.532285,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2060,2060.0,M1,0.0,0.0,1028.905218,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2060,2070.0,M1,0.0,0.0,1028.905218,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2060,2080.0,M1,0.0,0.0,1028.905218,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2070,2070.0,M1,0.0,0.0,1038.153966,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2070,2080.0,M1,0.0,0.0,1038.153966,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2080,2080.0,M1,0.0,0.0,1059.148877,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2080,2090.0,M1,0.0,0.0,1059.148877,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2090,2090.0,M1,0.0,0.0,1084.882697,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2090,2100.0,M1,0.0,0.0,1084.882697,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2100,2100.0,M1,0.0,0.0,1113.371158,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2100,2110.0,M1,0.0,0.0,1113.371158,sv_2c_rapid_xcoal
R12_SAS,coal_adv,2110,2110.0,M1,0.0,0.0,1113.371158,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2030,2030.0,M1,0.0,0.0,2996.365158729801,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2030,2035.0,M1,0.0,0.0,2996.365158729801,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2030,2040.0,M1,0.0,0.0,2996.365158729801,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2030,2045.0,M1,0.0,0.0,2996.365158729801,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2030,2050.0,M1,0.0,0.0,2996.365158729801,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2030,2055.0,M1,0.0,0.0,2996.365158729801,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2035,2035.0,M1,0.0,0.0,2869.0014271161103,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2035,2040.0,M1,0.0,0.0,2869.0014271161103,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2035,2045.0,M1,0.0,0.0,2869.0014271161103,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2035,2050.0,M1,0.0,0.0,2869.0014271161103,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2035,2055.0,M1,0.0,0.0,2869.0014271161103,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2035,2060.0,M1,0.0,0.0,2869.0014271161103,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2040,2040.0,M1,0.0,0.0,2770.892021452121,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2040,2045.0,M1,0.0,0.0,2770.892021452121,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2040,2050.0,M1,0.0,0.0,2770.892021452121,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2040,2055.0,M1,0.0,0.0,2770.892021452121,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2040,2060.0,M1,0.0,0.0,2770.892021452121,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2040,2070.0,M1,0.0,0.0,2770.892021452121,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2045,2045.0,M1,0.0,0.0,2697.0984278457145,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2045,2050.0,M1,0.0,0.0,2697.0984278457145,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2045,2055.0,M1,0.0,0.0,2697.0984278457145,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2045,2060.0,M1,0.0,0.0,2697.0984278457145,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2045,2070.0,M1,0.0,0.0,2697.0984278457145,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2050,2050.0,M1,0.0,0.0,2643.646782283307,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2050,2055.0,M1,0.0,0.0,2643.646782283307,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2050,2060.0,M1,0.0,0.0,2643.646782283307,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2050,2070.0,M1,0.0,0.0,2643.646782283307,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2050,2080.0,M1,0.0,0.0,2643.646782283307,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2055,2055.0,M1,0.0,0.0,2606.3524487971167,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2055,2060.0,M1,0.0,0.0,2606.3524487971167,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2055,2070.0,M1,0.0,0.0,2606.3524487971167,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2055,2080.0,M1,0.0,0.0,2606.3524487971167,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2060,2060.0,M1,0.0,0.0,2582.528027056636,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2060,2070.0,M1,0.0,0.0,2582.528027056636,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2060,2080.0,M1,0.0,0.0,2582.528027056636,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2060,2090.0,M1,0.0,0.0,2582.528027056636,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2070,2070.0,M1,0.0,0.0,2565.989421609128,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2070,2080.0,M1,0.0,0.0,2565.989421609128,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2070,2090.0,M1,0.0,0.0,2565.989421609128,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2080,2080.0,M1,0.0,0.0,2578.5272520041044,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2080,2090.0,M1,0.0,0.0,2578.5272520041044,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2080,2100.0,M1,0.0,0.0,2578.5272520041044,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2090,2090.0,M1,0.0,0.0,2605.4173023861435,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2090,2100.0,M1,0.0,0.0,2605.4173023861435,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2090,2110.0,M1,0.0,0.0,2605.4173023861435,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2100,2100.0,M1,0.0,0.0,2641.0721162618156,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2100,2110.0,M1,0.0,0.0,2641.0721162618156,sv_2c_rapid_xcoal
R12_SAS,coal_adv_ccs,2110,2110.0,M1,0.0,0.0,2641.0721162618156,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,1985,1985.0,M1,0.0,0.0,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,1985,1990.0,M1,0.0,,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,1985,1995.0,M1,0.0,,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,1985,2000.0,M1,0.0,,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,1985,2005.0,M1,0.0,,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,1985,2010.0,M1,0.0,,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,1985,2015.0,M1,0.0,,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,1985,2020.0,M1,0.0,,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,1985,2025.0,M1,0.0,,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,1990,1990.0,M1,0.0,0.0,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,1990,1995.0,M1,0.0,,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,1990,2000.0,M1,0.0,,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,1990,2005.0,M1,0.0,,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,1990,2010.0,M1,0.0,,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,1990,2015.0,M1,0.0,,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,1990,2020.0,M1,0.0,,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,1990,2025.0,M1,0.0,,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,1995,1995.0,M1,0.0,0.0,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,1995,2000.0,M1,0.0,,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,1995,2005.0,M1,0.0,,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,1995,2010.0,M1,0.0,,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,2000,2000.0,M1,0.0,0.0,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,2000,2005.0,M1,0.0,,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,2000,2010.0,M1,0.0,,809.75,sv_2c_rapid_xcoal
R12_SAS,coal_ppl,2000,2015.0,M1,0.0,,809.75,sv_2c_rapid_xcoal
