nl,t,yv,ya,m,ACT,CAP,inv_cost,sc
R12_RCPA,coal_ppl_cfbio,2035,2045.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2035,2050.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2035,2055.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2035,2060.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2040,2040.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2040,2045.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2040,2050.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2040,2055.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2040,2060.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2040,2070.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2045,2045.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2045,2050.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2045,2055.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2045,2060.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2045,2070.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2050,2050.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2050,2055.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2050,2060.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2050,2070.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2050,2080.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2055,2055.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2055,2060.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2055,2070.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2055,2080.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2060,2060.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2060,2070.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2060,2080.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2060,2090.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2070,2070.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2070,2080.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2070,2090.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2080,2080.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2080,2090.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2080,2100.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2090,2090.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2090,2100.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2090,2110.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2100,2100.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2100,2110.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_cfbio,2110,2110.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,1995,1995.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,1995,2000.0,M3,0.0,,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,1995,2005.0,M3,0.0,,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,1995,2010.0,M3,0.0,,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,1995,2015.0,M3,0.0,,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,1995,2020.0,M3,0.0,,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,1995,2030.0,,,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,1995,2035.0,,,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,1995,2040.0,,,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2000,2000.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2000,2005.0,M3,0.0,,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2000,2010.0,M3,0.0,,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2000,2015.0,M3,0.0,,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2000,2020.0,M3,0.0,,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2000,2025.0,M3,0.0,,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2000,2030.0,,,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2000,2035.0,,,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2000,2040.0,,,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2000,2045.0,,,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2005,2005.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2005,2010.0,M3,0.0,,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2005,2015.0,M3,0.0,,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2005,2020.0,M3,0.0,,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2005,2025.0,M3,0.0,,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2005,2030.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2005,2035.0,,,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2005,2040.0,,,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2005,2045.0,,,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2010,2010.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2010,2015.0,M3,0.0,,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2010,2020.0,M3,0.0,,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2010,2025.0,M3,0.0,,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2010,2030.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2010,2035.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2010,2040.0,,,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2010,2045.0,,,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2010,2050.0,,,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2015,2015.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2015,2020.0,M3,0.0,,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2015,2025.0,M3,0.0,,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2015,2030.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2015,2035.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2015,2040.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2015,2045.0,,,0.0,,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2020,2020.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2020,2025.0,M3,0.0,,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2020,2030.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2020,2035.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2020,2040.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2020,2045.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2025,2025.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2025,2030.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2025,2035.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2025,2040.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2025,2045.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2025,2050.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2030,2030.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2030,2035.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2030,2040.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2030,2045.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2030,2050.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2030,2055.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2035,2035.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2035,2040.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2035,2045.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2035,2050.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2035,2055.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2035,2060.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2040,2040.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2040,2045.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2040,2050.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2040,2055.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2040,2060.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2040,2070.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2045,2045.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2045,2050.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2045,2055.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2045,2060.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2045,2070.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2050,2050.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2050,2055.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2050,2060.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2050,2070.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2050,2080.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2055,2055.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2055,2060.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2055,2070.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2055,2080.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2060,2060.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2060,2070.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2060,2080.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2060,2090.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2070,2070.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2070,2080.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2070,2090.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2080,2080.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2080,2090.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2080,2100.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2090,2090.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2090,2100.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2090,2110.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2100,2100.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2100,2110.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_RCPA,coal_ppl_u_cfbio,2110,2110.0,M3,0.0,0.0,4.5,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2010,2010.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2010,2015.0,M3,0.0,,,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2010,2020.0,M3,0.0,,,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2010,2025.0,M3,0.0,,,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2010,2030.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2010,2035.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2015,2015.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2015,2020.0,M3,0.0,,,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2015,2025.0,M3,0.0,,,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2015,2030.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2015,2035.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2015,2040.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2020,2020.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2020,2025.0,M3,0.0,,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2020,2030.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2020,2035.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2020,2040.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2020,2045.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2025,2025.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2025,2030.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2025,2035.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2025,2040.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2025,2045.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2025,2050.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2030,2030.0,M3,2.2637574696000002,3.1224240960000005,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2030,2035.0,M3,2.4589089756000004,3.1224240960000005,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2030,2040.0,M3,0.0,3.1224240960000005,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2030,2045.0,M3,0.0,3.1224240960000005,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2030,2050.0,M3,0.0,3.1224240960000005,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2030,2055.0,M3,0.0,3.1224240960000005,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2035,2035.0,M3,2.812838219206824,3.571858056135649,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2035,2040.0,M3,2.9457645661804635,3.571858056135649,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2035,2045.0,M3,0.0,3.571858056135649,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2035,2050.0,M3,0.0,3.571858056135649,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2035,2055.0,M3,0.0,3.571858056135649,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2035,2060.0,M3,0.0,3.571858056135649,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2040,2040.0,M3,2.7443752631348395,3.2286767801586347,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2040,2045.0,M3,1.2356786744440154,3.2286767801586347,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2040,2050.0,M3,0.0,3.2286767801586347,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2040,2055.0,M3,0.0,3.2286767801586347,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2040,2060.0,M3,0.0,3.2286767801586347,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2040,2070.0,M3,0.0,1.6143383900793173,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2045,2045.0,M3,0.8992768862240248,1.0579728073223822,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2045,2050.0,M3,0.0,1.0579728073223822,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2045,2055.0,M3,0.0,1.0579728073223822,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2045,2060.0,M3,0.0,1.0579728073223822,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2045,2070.0,M3,0.0,1.0579728073223822,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2050,2050.0,M3,0.0,0.34667652950339833,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2050,2055.0,M3,0.0,0.34667652950339833,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2050,2060.0,M3,0.0,0.34667652950339833,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2050,2070.0,M3,0.0,0.34667652950339833,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2050,2080.0,M3,0.0,0.17333826475169917,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2055,2055.0,M3,0.0,0.11359896518767364,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2055,2060.0,M3,0.0,0.11359896518767364,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2055,2070.0,M3,0.0,0.11359896518767364,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2055,2080.0,M3,0.0,0.11359896518767364,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2060,2060.0,M3,0.0,0.03722410891269692,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2060,2070.0,M3,0.0,0.03722410891269692,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2060,2080.0,M3,0.0,0.03722410891269692,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2060,2090.0,M3,0.0,0.01861205445634846,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2070,2070.0,M3,0.0,0.003996908260069389,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2070,2080.0,M3,0.0,0.003996908260069389,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2070,2090.0,M3,0.0,0.003996908260069389,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2080,2080.0,M3,0.0,0.00042916475655275767,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2080,2090.0,M3,0.0,0.00042916475655275767,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2080,2100.0,M3,0.0,0.00042916475655275767,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2090,2090.0,M3,0.0,4.6081214849747444e-05,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2090,2100.0,M3,0.0,4.6081214849747444e-05,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2090,2110.0,M3,0.0,4.6081214849747444e-05,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2100,2100.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2100,2110.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_adv_cfbio,2110,2110.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2010,2010.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2010,2015.0,M3,0.0,,,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2010,2020.0,M3,0.0,,,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2010,2025.0,M3,0.0,,,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2010,2030.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2010,2035.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2015,2015.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2015,2020.0,M3,0.0,,,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2015,2025.0,M3,0.0,,,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2015,2030.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2015,2035.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2015,2040.0,M3,0.0,0.0,,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2020,2020.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2020,2025.0,M3,0.0,,1.9,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2020,2030.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2020,2035.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2020,2040.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2020,2045.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2025,2025.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2025,2030.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2025,2035.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2025,2040.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2025,2045.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2025,2050.0,M3,0.0,0.0,1.9,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2030,2030.0,M3,0.9432322790000001,1.3010100400000002,1.9,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2030,2035.0,M3,1.0245454065000001,1.3010100400000002,1.9,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2030,2040.0,M3,0.0,1.3010100400000002,1.9,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2030,2045.0,M3,0.0,1.3010100400000002,1.9,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2030,2050.0,M3,0.0,1.3010100400000002,1.9,sv_2c_buffer_decoal
