nl,t,yv,inv_cost,sc
R12_MEA,coal_adv,2010,1295.59,sv_2c_buffer_decoal
R12_MEA,coal_adv,2015,1295.59,sv_2c_buffer_decoal
R12_MEA,coal_adv,2020,1296.0000000000002,sv_2c_buffer_decoal
R12_MEA,coal_adv,2025,1296.0000000000002,sv_2c_buffer_decoal
R12_MEA,coal_adv,2030,1224.0834125137883,sv_2c_buffer_decoal
R12_MEA,coal_adv,2035,1168.607710152758,sv_2c_buffer_decoal
R12_MEA,coal_adv,2040,1126.3568477322626,sv_2c_buffer_decoal
R12_MEA,coal_adv,2045,1094.0289969875703,sv_2c_buffer_decoal
R12_MEA,coal_adv,2050,1070.0508273990945,sv_2c_buffer_decoal
R12_MEA,coal_adv,2055,1053.0345825297861,sv_2c_buffer_decoal
R12_MEA,coal_adv,2060,1041.9874725164657,sv_2c_buffer_decoal
R12_MEA,coal_adv,2070,1033.3233991891614,sv_2c_buffer_decoal
R12_MEA,coal_adv,2080,1036.6596871478005,sv_2c_buffer_decoal
R12_MEA,coal_adv,2090,1047.267617570242,sv_2c_buffer_decoal
R12_MEA,coal_adv,2100,1063.9012246510438,sv_2c_buffer_decoal
R12_MEA,coal_adv,2110,1063.9012246510438,sv_2c_buffer_decoal
R12_MEA,igcc,2010,1619.49,sv_2c_buffer_decoal
R12_MEA,igcc,2015,1619.49,sv_2c_buffer_decoal
R12_MEA,igcc,2020,1619.9999999999998,sv_2c_buffer_decoal
R12_MEA,igcc,2025,1619.9999999999998,sv_2c_buffer_decoal
R12_MEA,igcc,2030,1529.7330840361624,sv_2c_buffer_decoal
R12_MEA,igcc,2035,1459.9862975064175,sv_2c_buffer_decoal
R12_MEA,igcc,2040,1406.7426383405661,sv_2c_buffer_decoal
R12_MEA,igcc,2045,1365.913621494451,sv_2c_buffer_decoal
R12_MEA,igcc,2050,1335.5101431106702,sv_2c_buffer_decoal
R12_MEA,igcc,2055,1313.7859501677253,sv_2c_buffer_decoal
R12_MEA,igcc,2060,1299.4848909492043,sv_2c_buffer_decoal
R12_MEA,igcc,2070,1287.5822849685187,sv_2c_buffer_decoal
R12_MEA,igcc,2080,1290.62075250281,sv_2c_buffer_decoal
R12_MEA,igcc,2090,1302.7317099006746,sv_2c_buffer_decoal
R12_MEA,igcc,2100,1322.2955778369,sv_2c_buffer_decoal
R12_MEA,igcc,2110,1322.2955778369,sv_2c_buffer_decoal
R12_MEA,coal_adv_ccs,2030,3438.1876230206417,sv_2c_buffer_decoal
R12_MEA,coal_adv_ccs,2035,3277.2357675441417,sv_2c_buffer_decoal
R12_MEA,coal_adv_ccs,2040,3153.136723018655,sv_2c_buffer_decoal
R12_MEA,coal_adv_ccs,2045,3057.079400962397,sv_2c_buffer_decoal
R12_MEA,coal_adv_ccs,2050,2984.3639106170317,sv_2c_buffer_decoal
R12_MEA,coal_adv_ccs,2055,2930.9456079323095,sv_2c_buffer_decoal
R12_MEA,coal_adv_ccs,2060,2893.8465076719317,sv_2c_buffer_decoal
R12_MEA,coal_adv_ccs,2070,2856.340500999839,sv_2c_buffer_decoal
R12_MEA,coal_adv_ccs,2080,2851.8581288119226,sv_2c_buffer_decoal
R12_MEA,coal_adv_ccs,2090,2867.6182266552414,sv_2c_buffer_decoal
R12_MEA,coal_adv_ccs,2100,2899.3555203639808,sv_2c_buffer_decoal
R12_MEA,coal_adv_ccs,2110,2899.3555203639808,sv_2c_buffer_decoal
R12_MEA,igcc_ccs,2030,3376.8327600419852,sv_2c_buffer_decoal
R12_MEA,igcc_ccs,2035,3226.4801046941384,sv_2c_buffer_decoal
R12_MEA,igcc_ccs,2040,3112.763618201084,sv_2c_buffer_decoal
R12_MEA,igcc_ccs,2045,3026.3323426323045,sv_2c_buffer_decoal
R12_MEA,igcc_ccs,2050,2962.9929157441425,sv_2c_buffer_decoal
R12_MEA,igcc_ccs,2055,2918.99377865086,sv_2c_buffer_decoal
R12_MEA,igcc_ccs,2060,2891.6953078587826,sv_2c_buffer_decoal
R12_MEA,igcc_ccs,2070,2874.6867585943796,sv_2c_buffer_decoal
R12_MEA,igcc_ccs,2080,2891.1404960389755,sv_2c_buffer_decoal
R12_MEA,igcc_ccs,2090,2927.7494950350174,sv_2c_buffer_decoal
R12_MEA,igcc_ccs,2100,2981.477241752948,sv_2c_buffer_decoal
R12_MEA,igcc_ccs,2110,2981.477241752948,sv_2c_buffer_decoal
R12_MEA,coal_ppl_u,1970,733.58,sv_2c_buffer_decoal
R12_MEA,coal_ppl_u,1975,733.58,sv_2c_buffer_decoal
R12_MEA,coal_ppl_u,1980,733.58,sv_2c_buffer_decoal
R12_MEA,coal_ppl_u,1985,733.58,sv_2c_buffer_decoal
R12_MEA,coal_ppl_u,1990,733.58,sv_2c_buffer_decoal
R12_MEA,coal_ppl_u,1995,733.58,sv_2c_buffer_decoal
R12_MEA,coal_ppl_u,2000,733.58,sv_2c_buffer_decoal
R12_MEA,coal_ppl_u,2005,733.58,sv_2c_buffer_decoal
R12_MEA,coal_ppl_u,2010,733.58,sv_2c_buffer_decoal
R12_MEA,coal_ppl_u,2020,733.7777777777777,sv_2c_buffer_decoal
R12_MEA,coal_ppl_u,2025,733.7777777777777,sv_2c_buffer_decoal
R12_MEA,coal_ppl_u,2030,739.2882456684156,sv_2c_buffer_decoal
R12_MEA,coal_ppl_u,2035,745.8909915126081,sv_2c_buffer_decoal
R12_MEA,coal_ppl_u,2040,753.497175147858,sv_2c_buffer_decoal
R12_MEA,coal_ppl_u,2045,761.3859704770138,sv_2c_buffer_decoal
R12_NAM,coal_ppl,1960,1457.54,sv_2c_buffer_decoal
R12_NAM,coal_ppl,1965,1457.54,sv_2c_buffer_decoal
R12_NAM,coal_ppl,1970,1457.54,sv_2c_buffer_decoal
R12_NAM,coal_ppl,1975,1457.54,sv_2c_buffer_decoal
R12_NAM,coal_ppl,1980,1457.54,sv_2c_buffer_decoal
R12_NAM,coal_ppl,1985,1457.54,sv_2c_buffer_decoal
R12_NAM,coal_ppl,1990,1457.54,sv_2c_buffer_decoal
R12_NAM,coal_ppl,1995,1457.54,sv_2c_buffer_decoal
R12_NAM,coal_ppl,2000,1457.54,sv_2c_buffer_decoal
R12_NAM,coal_ppl,2005,1457.54,sv_2c_buffer_decoal
R12_NAM,coal_ppl,2010,1457.54,sv_2c_buffer_decoal
R12_NAM,coal_ppl,2025,1458.0,sv_2c_buffer_decoal
R12_NAM,coal_ppl,2030,1405.1087921456806,sv_2c_buffer_decoal
R12_NAM,coal_ppl,2035,1361.442153868656,sv_2c_buffer_decoal
R12_NAM,coal_ppl,2040,1325.391260425867,sv_2c_buffer_decoal
R12_NAM,coal_ppl,2045,1295.6278765404813,sv_2c_buffer_decoal
R12_NAM,coal_ppl,2050,1271.055419779746,sv_2c_buffer_decoal
R12_NAM,coal_ppl,2055,1250.7685587970234,sv_2c_buffer_decoal
R12_NAM,coal_ppl,2060,1234.019857902372,sv_2c_buffer_decoal
R12_NAM,coal_ppl,2070,1208.7762465537235,sv_2c_buffer_decoal
R12_NAM,coal_adv,1965,1700.47,sv_2c_buffer_decoal
R12_NAM,coal_adv,1970,1700.47,sv_2c_buffer_decoal
R12_NAM,coal_adv,1975,1700.47,sv_2c_buffer_decoal
R12_NAM,coal_adv,1980,1700.47,sv_2c_buffer_decoal
R12_NAM,coal_adv,1985,1700.47,sv_2c_buffer_decoal
R12_NAM,coal_adv,1990,1700.47,sv_2c_buffer_decoal
R12_NAM,coal_adv,1995,1700.47,sv_2c_buffer_decoal
R12_NAM,coal_adv,2000,1700.47,sv_2c_buffer_decoal
R12_NAM,coal_adv,2005,1700.47,sv_2c_buffer_decoal
R12_NAM,coal_adv,2010,1700.47,sv_2c_buffer_decoal
R12_NAM,coal_adv,2025,1701.0,sv_2c_buffer_decoal
R12_NAM,coal_adv,2030,1596.8659617649444,sv_2c_buffer_decoal
R12_NAM,coal_adv,2035,1513.4974397315866,sv_2c_buffer_decoal
R12_NAM,coal_adv,2040,1446.7535528735937,sv_2c_buffer_decoal
R12_NAM,coal_adv,2045,1393.319159120876,sv_2c_buffer_decoal
R12_NAM,coal_adv,2050,1350.5401935836217,sv_2c_buffer_decoal
R12_NAM,coal_adv,2055,1316.2918422145278,sv_2c_buffer_decoal
R12_NAM,coal_adv,2060,1288.873003147944,sv_2c_buffer_decoal
R12_NAM,coal_adv,2070,1249.3479059650367,sv_2c_buffer_decoal
R12_NAM,coal_adv,2080,1224.0146080430604,sv_2c_buffer_decoal
R12_NAM,coal_adv,2090,1207.7774314300918,sv_2c_buffer_decoal
R12_NAM,coal_adv,2100,1197.3703417107536,sv_2c_buffer_decoal
R12_NAM,coal_adv,2110,1197.3703417107536,sv_2c_buffer_decoal
R12_NAM,igcc,2010,2105.34,sv_2c_buffer_decoal
R12_NAM,igcc,2015,2105.34,sv_2c_buffer_decoal
R12_NAM,igcc,2020,2106.0,sv_2c_buffer_decoal
R12_NAM,igcc,2025,2106.0,sv_2c_buffer_decoal
R12_NAM,igcc,2030,1977.0721431375503,sv_2c_buffer_decoal
R12_NAM,igcc,2035,1873.853973001012,sv_2c_buffer_decoal
R12_NAM,igcc,2040,1791.2186845101637,sv_2c_buffer_decoal
R12_NAM,igcc,2045,1725.0618160544182,sv_2c_buffer_decoal
R12_NAM,igcc,2050,1672.0973825321032,sv_2c_buffer_decoal
R12_NAM,igcc,2055,1629.6946617894157,sv_2c_buffer_decoal
R12_NAM,igcc,2060,1595.7475277069786,sv_2c_buffer_decoal
R12_NAM,igcc,2070,1546.8116930995693,sv_2c_buffer_decoal
R12_NAM,igcc,2080,1515.4466575771223,sv_2c_buffer_decoal
R12_NAM,igcc,2090,1495.3434865324946,sv_2c_buffer_decoal
R12_NAM,igcc,2100,1482.4585183085521,sv_2c_buffer_decoal
R12_NAM,igcc,2110,1482.4585183085521,sv_2c_buffer_decoal
R12_NAM,coal_adv_ccs,2030,4258.309231373185,sv_2c_buffer_decoal
R12_NAM,coal_adv_ccs,2035,4035.9931726175646,sv_2c_buffer_decoal
R12_NAM,coal_adv_ccs,2040,3858.0094743295836,sv_2c_buffer_decoal
R12_NAM,coal_adv_ccs,2045,3715.5177576556694,sv_2c_buffer_decoal
R12_NAM,coal_adv_ccs,2050,3601.4405162229914,sv_2c_buffer_decoal
R12_NAM,coal_adv_ccs,2055,3510.1115792387413,sv_2c_buffer_decoal
R12_NAM,coal_adv_ccs,2060,3436.9946750611844,sv_2c_buffer_decoal
R12_NAM,coal_adv_ccs,2070,3331.594415906765,sv_2c_buffer_decoal
R12_NAM,coal_adv_ccs,2080,3264.0389547814943,sv_2c_buffer_decoal
R12_NAM,coal_adv_ccs,2090,3220.7398171469113,sv_2c_buffer_decoal
R12_NAM,coal_adv_ccs,2100,3192.9875778953424,sv_2c_buffer_decoal
R12_NAM,coal_adv_ccs,2110,3192.9875778953424,sv_2c_buffer_decoal
R12_NAM,igcc_ccs,2030,4523.984167986636,sv_2c_buffer_decoal
R12_NAM,igcc_ccs,2035,4287.797861297188,sv_2c_buffer_decoal
R12_NAM,igcc_ccs,2040,4098.709800880571,sv_2c_buffer_decoal
R12_NAM,igcc_ccs,2045,3947.3280586734295,sv_2c_buffer_decoal
R12_NAM,igcc_ccs,2050,3826.1335643030425,sv_2c_buffer_decoal
R12_NAM,igcc_ccs,2055,3729.1066358799603,sv_2c_buffer_decoal
R12_NAM,igcc_ccs,2060,3651.427984814782,sv_2c_buffer_decoal
R12_NAM,igcc_ccs,2070,3539.4518276575623,sv_2c_buffer_decoal
R12_NAM,igcc_ccs,2080,3467.6815968015926,sv_2c_buffer_decoal
R12_NAM,igcc_ccs,2090,3421.68103589748,sv_2c_buffer_decoal
R12_NAM,igcc_ccs,2100,3392.197340801953,sv_2c_buffer_decoal
R12_NAM,igcc_ccs,2110,3392.197340801953,sv_2c_buffer_decoal
R12_NAM,coal_ppl_u,1960,1015.73,sv_2c_buffer_decoal
R12_NAM,coal_ppl_u,1965,1015.73,sv_2c_buffer_decoal
R12_NAM,coal_ppl_u,1970,1015.73,sv_2c_buffer_decoal
R12_NAM,coal_ppl_u,1975,1015.73,sv_2c_buffer_decoal
R12_NAM,coal_ppl_u,1980,1015.73,sv_2c_buffer_decoal
R12_NAM,coal_ppl_u,1985,1015.73,sv_2c_buffer_decoal
R12_NAM,coal_ppl_u,1990,1015.73,sv_2c_buffer_decoal
R12_NAM,coal_ppl_u,1995,1015.73,sv_2c_buffer_decoal
R12_NAM,coal_ppl_u,2000,1015.73,sv_2c_buffer_decoal
R12_NAM,coal_ppl_u,2005,1015.73,sv_2c_buffer_decoal
R12_NAM,coal_ppl_u,2010,1015.73,sv_2c_buffer_decoal
R12_NAM,coal_ppl_u,2015,1015.73,sv_2c_buffer_decoal
R12_NAM,coal_ppl_u,2020,1016.0,sv_2c_buffer_decoal
R12_NAM,coal_ppl_u,2025,1016.0,sv_2c_buffer_decoal
R12_NAM,coal_ppl_u,2030,1016.0,sv_2c_buffer_decoal
R12_NAM,coal_ppl_u,2035,1016.0,sv_2c_buffer_decoal
R12_NAM,coal_ppl_u,2040,1016.0,sv_2c_buffer_decoal
R12_NAM,coal_ppl_u,2045,1016.0,sv_2c_buffer_decoal
R12_NAM,coal_ppl_u,2050,1016.0,sv_2c_buffer_decoal
R12_PAO,coal_ppl,1965,1700.47,sv_2c_buffer_decoal
R12_PAO,coal_ppl,1970,1700.47,sv_2c_buffer_decoal
R12_PAO,coal_ppl,1975,1700.47,sv_2c_buffer_decoal
R12_PAO,coal_ppl,1980,1700.47,sv_2c_buffer_decoal
R12_PAO,coal_ppl,1985,1700.47,sv_2c_buffer_decoal
R12_PAO,coal_ppl,1990,1700.47,sv_2c_buffer_decoal
R12_PAO,coal_ppl,1995,1700.47,sv_2c_buffer_decoal
R12_PAO,coal_ppl,2000,1700.47,sv_2c_buffer_decoal
R12_PAO,coal_ppl,2005,1700.47,sv_2c_buffer_decoal
R12_PAO,coal_ppl,2010,1700.47,sv_2c_buffer_decoal
R12_PAO,coal_ppl,2025,1701.0,sv_2c_buffer_decoal
R12_PAO,coal_ppl,2030,1638.3459733984614,sv_2c_buffer_decoal
R12_PAO,coal_ppl,2035,1576.3939735266492,sv_2c_buffer_decoal
R12_PAO,coal_ppl,2040,1522.2724459216988,sv_2c_buffer_decoal
R12_PAO,coal_ppl,2045,1473.1399411567631,sv_2c_buffer_decoal
R12_PAO,coal_ppl,2050,1428.9046444442015,sv_2c_buffer_decoal
R12_PAO,coal_ppl,2055,1391.8851387227542,sv_2c_buffer_decoal
R12_PAO,coal_ppl,2060,1360.2027417048648,sv_2c_buffer_decoal
R12_PAO,coal_ppl,2070,1306.252324688027,sv_2c_buffer_decoal
R12_PAO,coal_adv,1985,1943.39,sv_2c_buffer_decoal
R12_PAO,coal_adv,1990,1943.39,sv_2c_buffer_decoal
R12_PAO,coal_adv,1995,1943.39,sv_2c_buffer_decoal
R12_PAO,coal_adv,2010,1943.39,sv_2c_buffer_decoal
R12_PAO,coal_adv,2015,1943.39,sv_2c_buffer_decoal
R12_PAO,coal_adv,2020,1944.0,sv_2c_buffer_decoal
R12_PAO,coal_adv,2025,1944.0,sv_2c_buffer_decoal
R12_PAO,coal_adv,2030,1824.06657905674,sv_2c_buffer_decoal
R12_PAO,coal_adv,2035,1718.3195486948548,sv_2c_buffer_decoal
R12_PAO,coal_adv,2040,1630.9612957588608,sv_2c_buffer_decoal
R12_PAO,coal_adv,2045,1556.9448189815575,sv_2c_buffer_decoal
R12_PAO,coal_adv,2050,1494.3004009005788,sv_2c_buffer_decoal
R12_PAO,coal_adv,2055,1443.5854181644154,sv_2c_buffer_decoal
R12_PAO,coal_adv,2060,1401.8374129303904,sv_2c_buffer_decoal
R12_PAO,coal_adv,2070,1335.7031535820124,sv_2c_buffer_decoal
R12_PAO,coal_adv,2080,1287.2184701136744,sv_2c_buffer_decoal
R12_PAO,coal_adv,2090,1255.4746930724552,sv_2c_buffer_decoal
R12_PAO,coal_adv,2100,1235.6853894940887,sv_2c_buffer_decoal
R12_PAO,coal_adv,2110,1235.6853894940887,sv_2c_buffer_decoal
R12_PAO,igcc,2010,2348.26,sv_2c_buffer_decoal
R12_PAO,igcc,2015,2348.26,sv_2c_buffer_decoal
R12_PAO,igcc,2020,2349.0,sv_2c_buffer_decoal
R12_PAO,igcc,2025,2349.0,sv_2c_buffer_decoal
R12_PAO,igcc,2030,2204.272760429346,sv_2c_buffer_decoal
R12_PAO,igcc,2035,2078.6760819642805,sv_2c_buffer_decoal
R12_PAO,igcc,2040,1975.4264273954311,sv_2c_buffer_decoal
R12_PAO,igcc,2045,1888.6874759150999,sv_2c_buffer_decoal
R12_PAO,igcc,2050,1815.8575898490606,sv_2c_buffer_decoal
R12_PAO,igcc,2055,1756.9882377393035,sv_2c_buffer_decoal
R12_PAO,igcc,2060,1708.7119374894253,sv_2c_buffer_decoal
R12_PAO,igcc,2070,1633.166940716545,sv_2c_buffer_decoal
R12_PAO,igcc,2080,1578.6505196477362,sv_2c_buffer_decoal
R12_PAO,igcc,2090,1543.0407481748578,sv_2c_buffer_decoal
R12_PAO,igcc,2100,1520.7735660918875,sv_2c_buffer_decoal
R12_PAO,igcc,2110,1520.7735660918875,sv_2c_buffer_decoal
R12_PAO,coal_adv_ccs,2030,4485.509848664981,sv_2c_buffer_decoal
R12_PAO,coal_adv_ccs,2035,4240.815281580833,sv_2c_buffer_decoal
R12_PAO,coal_adv_ccs,2040,4042.217217214851,sv_2c_buffer_decoal
R12_PAO,coal_adv_ccs,2045,3879.143417516351,sv_2c_buffer_decoal
R12_PAO,coal_adv_ccs,2050,3745.2007235399487,sv_2c_buffer_decoal
R12_PAO,coal_adv_ccs,2055,3637.405155188629,sv_2c_buffer_decoal
R12_PAO,coal_adv_ccs,2060,3549.959084843631,sv_2c_buffer_decoal
R12_PAO,coal_adv_ccs,2070,3417.949663523741,sv_2c_buffer_decoal
R12_PAO,coal_adv_ccs,2080,3327.2428168521087,sv_2c_buffer_decoal
R12_PAO,coal_adv_ccs,2090,3268.437078789275,sv_2c_buffer_decoal
R12_PAO,coal_adv_ccs,2100,3231.302625678678,sv_2c_buffer_decoal
R12_PAO,coal_adv_ccs,2110,3231.302625678678,sv_2c_buffer_decoal
R12_PAO,igcc_ccs,2030,4757.036482743802,sv_2c_buffer_decoal
R12_PAO,igcc_ccs,2035,4497.895294905956,sv_2c_buffer_decoal
R12_PAO,igcc_ccs,2040,4287.661932205411,sv_2c_buffer_decoal
R12_PAO,igcc_ccs,2045,4115.1680022384835,sv_2c_buffer_decoal
R12_PAO,igcc_ccs,2050,3973.5964078663496,sv_2c_buffer_decoal
R12_PAO,igcc_ccs,2055,3859.678739435199,sv_2c_buffer_decoal
R12_PAO,igcc_ccs,2060,3767.301865347267,sv_2c_buffer_decoal
R12_PAO,igcc_ccs,2070,3628.0312100045626,sv_2c_buffer_decoal
R12_PAO,igcc_ccs,2080,3532.513314834435,sv_2c_buffer_decoal
R12_PAO,igcc_ccs,2090,3470.606771072991,sv_2c_buffer_decoal
R12_PAO,igcc_ccs,2100,3431.499217189329,sv_2c_buffer_decoal
R12_PAO,igcc_ccs,2110,3431.499217189329,sv_2c_buffer_decoal
R12_PAO,coal_ppl_u,1960,1185.01,sv_2c_buffer_decoal
R12_PAO,coal_ppl_u,1965,1185.01,sv_2c_buffer_decoal
R12_PAO,coal_ppl_u,1970,1185.01,sv_2c_buffer_decoal
R12_PAO,coal_ppl_u,1975,1185.01,sv_2c_buffer_decoal
R12_PAO,coal_ppl_u,1980,1185.01,sv_2c_buffer_decoal
R12_PAO,coal_ppl_u,1985,1185.01,sv_2c_buffer_decoal
R12_PAO,coal_ppl_u,1990,1185.01,sv_2c_buffer_decoal
R12_PAO,coal_ppl_u,1995,1185.01,sv_2c_buffer_decoal
R12_PAO,coal_ppl_u,2000,1185.01,sv_2c_buffer_decoal
R12_PAO,coal_ppl_u,2005,1185.01,sv_2c_buffer_decoal
R12_PAO,coal_ppl_u,2010,1185.01,sv_2c_buffer_decoal
R12_PAO,coal_ppl_u,2015,1185.01,sv_2c_buffer_decoal
R12_PAO,coal_ppl_u,2020,1185.3333333333335,sv_2c_buffer_decoal
R12_PAO,coal_ppl_u,2025,1185.3333333333335,sv_2c_buffer_decoal
R12_PAO,coal_ppl_u,2030,1184.6481342067189,sv_2c_buffer_decoal
R12_PAO,coal_ppl_u,2035,1176.4115519355296,sv_2c_buffer_decoal
R12_PAO,coal_ppl_u,2040,1166.9224411208902,sv_2c_buffer_decoal
R12_PAO,coal_ppl_u,2045,1155.2006616372826,sv_2c_buffer_decoal
R12_PAO,coal_ppl_u,2050,1142.174523756704,sv_2c_buffer_decoal
R12_PAS,coal_ppl,1970,809.75,sv_2c_buffer_decoal
R12_PAS,coal_ppl,1975,809.75,sv_2c_buffer_decoal
R12_PAS,coal_ppl,1980,809.75,sv_2c_buffer_decoal
R12_PAS,coal_ppl,1985,809.75,sv_2c_buffer_decoal
R12_PAS,coal_ppl,1990,809.75,sv_2c_buffer_decoal
R12_PAS,coal_ppl,1995,809.75,sv_2c_buffer_decoal
R12_PAS,coal_ppl,2000,809.75,sv_2c_buffer_decoal
R12_PAS,coal_ppl,2005,809.75,sv_2c_buffer_decoal
R12_PAS,coal_ppl,2010,809.75,sv_2c_buffer_decoal
R12_PAS,coal_ppl,2025,810.0,sv_2c_buffer_decoal
R12_PAS,coal_ppl,2030,800.6876207004158,sv_2c_buffer_decoal
R12_PAS,coal_ppl,2035,793.6762441195559,sv_2c_buffer_decoal
R12_PAS,coal_ppl,2040,787.4691721846372,sv_2c_buffer_decoal
R12_PAS,coal_ppl,2045,782.6528528303388,sv_2c_buffer_decoal
R12_PAS,coal_ppl,2050,779.7066487015863,sv_2c_buffer_decoal
R12_PAS,coal_ppl,2055,778.6467851215191,sv_2c_buffer_decoal
R12_PAS,coal_ppl,2060,779.8354815602511,sv_2c_buffer_decoal
R12_PAS,coal_ppl,2070,787.6294056331444,sv_2c_buffer_decoal
R12_PAS,coal_ppl,2080,800.2902314045034,sv_2c_buffer_decoal
R12_PAS,coal_ppl,2090,814.7059399012335,sv_2c_buffer_decoal
R12_PAS,coal_ppl,2100,830.5611505759277,sv_2c_buffer_decoal
R12_PAS,coal_ppl,2110,830.5611505759277,sv_2c_buffer_decoal
R12_PAS,coal_adv,2000,971.7,sv_2c_buffer_decoal
R12_PAS,coal_adv,2005,971.7,sv_2c_buffer_decoal
R12_PAS,coal_adv,2010,971.7,sv_2c_buffer_decoal
R12_PAS,coal_adv,2015,971.7,sv_2c_buffer_decoal
R12_PAS,coal_adv,2020,972.0,sv_2c_buffer_decoal
R12_PAS,coal_adv,2025,972.0,sv_2c_buffer_decoal
R12_PAS,coal_adv,2030,934.4909907853679,sv_2c_buffer_decoal
R12_PAS,coal_adv,2035,904.8615713800205,sv_2c_buffer_decoal
R12_PAS,coal_adv,2040,880.5461209258247,sv_2c_buffer_decoal
R12_PAS,coal_adv,2045,861.367364497406,sv_2c_buffer_decoal
R12_PAS,coal_adv,2050,847.1107246493111,sv_2c_buffer_decoal
R12_PAS,coal_adv,2055,837.1821054464501,sv_2c_buffer_decoal
R12_PAS,coal_adv,2060,831.4416779376297,sv_2c_buffer_decoal
R12_PAS,coal_adv,2070,829.6113872185383,sv_2c_buffer_decoal
R12_PAS,coal_adv,2080,836.4356163737359,sv_2c_buffer_decoal
R12_PAS,coal_adv,2090,847.3450940842453,sv_2c_buffer_decoal
R12_PAS,coal_adv,2100,861.1043052483562,sv_2c_buffer_decoal
R12_PAS,coal_adv,2110,861.1043052483562,sv_2c_buffer_decoal
R12_PAS,igcc,2010,1295.59,sv_2c_buffer_decoal
R12_PAS,igcc,2015,1295.59,sv_2c_buffer_decoal
R12_PAS,igcc,2020,1296.0,sv_2c_buffer_decoal
R12_PAS,igcc,2025,1296.0,sv_2c_buffer_decoal
R12_PAS,igcc,2030,1241.099953160243,sv_2c_buffer_decoal
R12_PAS,igcc,2035,1197.5918970548275,sv_2c_buffer_decoal
R12_PAS,igcc,2040,1162.0993156793093,sv_2c_buffer_decoal
R12_PAS,igcc,2045,1134.0042664727846,sv_2c_buffer_decoal
R12_PAS,igcc,2050,1112.7313059384248,sv_2c_buffer_decoal
R12_PAS,igcc,2055,1097.3505098248847,sv_2c_buffer_decoal
R12_PAS,igcc,2060,1087.490499695518,sv_2c_buffer_decoal
R12_PAS,igcc,2070,1080.4377833812378,sv_2c_buffer_decoal
R12_PAS,igcc,2080,1084.8033335000953,sv_2c_buffer_decoal
R12_PAS,igcc,2090,1094.8631117037762,sv_2c_buffer_decoal
R12_PAS,igcc,2100,1108.8295889058886,sv_2c_buffer_decoal
R12_PAS,igcc,2110,1108.8295889058886,sv_2c_buffer_decoal
R12_PAS,coal_adv_ccs,2030,3007.156508411763,sv_2c_buffer_decoal
R12_PAS,coal_adv_ccs,2035,2886.3476435090506,sv_2c_buffer_decoal
R12_PAS,coal_adv_ccs,2040,2788.5065473171308,sv_2c_buffer_decoal
R12_PAS,coal_adv_ccs,2045,2710.7199233668925,sv_2c_buffer_decoal
R12_PAS,coal_adv_ccs,2050,2650.5181860137377,sv_2c_buffer_decoal
R12_PAS,coal_adv_ccs,2055,2605.1265208990385,sv_2c_buffer_decoal
R12_PAS,coal_adv_ccs,2060,2572.9577274417015,sv_2c_buffer_decoal
R12_PAS,coal_adv_ccs,2070,2538.758769385601,sv_2c_buffer_decoal
R12_PAS,coal_adv_ccs,2080,2531.945303850548,sv_2c_buffer_decoal
R12_PAS,coal_adv_ccs,2090,2539.92317993809,sv_2c_buffer_decoal
R12_PAS,coal_adv_ccs,2100,2557.8183979108144,sv_2c_buffer_decoal
R12_PAS,coal_adv_ccs,2110,2557.8183979108144,sv_2c_buffer_decoal
R12_PAS,igcc_ccs,2030,3240.607205034082,sv_2c_buffer_decoal
R12_PAS,igcc_ccs,2035,3108.5424750106986,sv_2c_buffer_decoal
R12_PAS,igcc_ccs,2040,3001.661140754344,sv_2c_buffer_decoal
R12_PAS,igcc_ccs,2045,2916.651012390412,sv_2c_buffer_decoal
R12_PAS,igcc_ccs,2050,2850.7196202250534,sv_2c_buffer_decoal
R12_PAS,igcc_ccs,2055,2800.8131075404485,sv_2c_buffer_decoal
R12_PAS,igcc_ccs,2060,2765.1372120224687,sv_2c_buffer_decoal
R12_PAS,igcc_ccs,2070,2726.1961910918985,sv_2c_buffer_decoal
R12_PAS,igcc_ccs,2080,2716.7324048398577,sv_2c_buffer_decoal
R12_PAS,igcc_ccs,2090,2723.329529999372,sv_2c_buffer_decoal
R12_PAS,igcc_ccs,2100,2740.668971635192,sv_2c_buffer_decoal
R12_PAS,igcc_ccs,2110,2740.668971635192,sv_2c_buffer_decoal
R12_PAS,coal_ppl_u,1965,564.29,sv_2c_buffer_decoal
R12_PAS,coal_ppl_u,1970,564.29,sv_2c_buffer_decoal
R12_PAS,coal_ppl_u,1975,564.29,sv_2c_buffer_decoal
R12_PAS,coal_ppl_u,1980,564.29,sv_2c_buffer_decoal
R12_PAS,coal_ppl_u,1985,564.29,sv_2c_buffer_decoal
R12_PAS,coal_ppl_u,1990,564.29,sv_2c_buffer_decoal
R12_PAS,coal_ppl_u,1995,564.29,sv_2c_buffer_decoal
R12_PAS,coal_ppl_u,2000,564.29,sv_2c_buffer_decoal
R12_PAS,coal_ppl_u,2005,564.29,sv_2c_buffer_decoal
R12_PAS,coal_ppl_u,2010,564.29,sv_2c_buffer_decoal
R12_PAS,coal_ppl_u,2020,564.4444444444445,sv_2c_buffer_decoal
R12_PAS,coal_ppl_u,2025,564.4444444444445,sv_2c_buffer_decoal
R12_PAS,coal_ppl_u,2030,578.9577484526048,sv_2c_buffer_decoal
