nl,t,yv,ya,CAP,sc
R12_SAS,coal_ppl_u_cfbio,2020,2040,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2020,2045,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2025,2025,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2025,2030,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2025,2035,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2025,2040,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2025,2045,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2025,2050,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2030,2030,0.026020200800000004,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2030,2035,0.026020200800000004,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2030,2040,0.026020200800000004,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2030,2045,0.026020200800000004,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2030,2050,0.026020200800000004,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2030,2055,0.026020200800000004,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2035,2035,0.05474860499868929,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2035,2040,0.05474860499868929,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2035,2045,0.05474860499868929,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2035,2050,0.05474860499868929,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2035,2055,0.05474860499868929,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2035,2060,0.05474860499868929,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2040,2040,0.049488402654103675,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2040,2045,0.049488402654103675,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2040,2050,0.049488402654103675,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2040,2055,0.049488402654103675,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2040,2060,0.049488402654103675,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2040,2070,0.024744201327051837,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2045,2045,0.016216359781696704,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2045,2050,0.016216359781696704,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2045,2055,0.016216359781696704,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2045,2060,0.016216359781696704,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2045,2070,0.016216359781696704,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2050,2050,0.005313776773266379,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2050,2055,0.005313776773266379,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2050,2060,0.005313776773266379,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2050,2070,0.005313776773266379,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2050,2080,0.0026568883866331895,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2055,2055,0.0017412183730639282,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2055,2060,0.0017412183730639282,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2055,2070,0.0017412183730639282,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2055,2080,0.0017412183730639282,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2060,2060,0.0005705624364855883,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2060,2070,0.0005705624364855883,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2060,2080,0.0005705624364855883,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2060,2090,0.00028528121824279414,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2070,2070,6.126367512579204e-05,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2070,2080,6.126367512579204e-05,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2070,2090,6.126367512579204e-05,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2080,2080,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2080,2090,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2080,2100,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2090,2090,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2090,2100,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2090,2110,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2100,2100,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2100,2110,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_u_cfbio,2110,2110,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2010,2010,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2010,2030,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2010,2035,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2015,2015,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2015,2030,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2015,2035,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2015,2040,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2020,2020,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2020,2030,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2020,2035,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2020,2040,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2020,2045,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2025,2025,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2025,2030,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2025,2035,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2025,2040,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2025,2045,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2025,2050,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2030,2030,1.3010100400000002,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2030,2035,1.3010100400000002,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2030,2040,1.3010100400000002,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2030,2045,1.3010100400000002,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2030,2050,1.3010100400000002,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2030,2055,1.3010100400000002,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2035,2035,2.737430249934465,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2035,2040,2.737430249934465,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2035,2045,2.737430249934465,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2035,2050,2.737430249934465,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2035,2055,2.737430249934465,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2035,2060,2.737430249934465,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2040,2040,2.4744201327051845,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2040,2045,2.4744201327051845,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2040,2050,2.4744201327051845,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2040,2055,2.4744201327051845,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2040,2060,2.4744201327051845,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2040,2070,1.2372100663525922,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2045,2045,0.8108179890848353,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2045,2050,0.8108179890848353,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2045,2055,0.8108179890848353,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2045,2060,0.8108179890848353,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2045,2070,0.8108179890848353,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2050,2050,0.26568883866331894,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2050,2055,0.26568883866331894,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2050,2060,0.26568883866331894,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2050,2070,0.26568883866331894,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2050,2080,0.13284441933165947,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2055,2055,0.08706091865319641,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2055,2060,0.08706091865319641,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2055,2070,0.08706091865319641,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2055,2080,0.08706091865319641,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2060,2060,0.02852812182427942,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2060,2070,0.02852812182427942,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2060,2080,0.02852812182427942,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2060,2090,0.01426406091213971,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2070,2070,0.003063183756289602,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2070,2080,0.003063183756289602,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2070,2090,0.003063183756289602,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2080,2080,0.00032890685137255726,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2080,2090,0.00032890685137255726,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2080,2100,0.00032890685137255726,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2090,2090,3.531610425188669e-05,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2090,2100,3.531610425188669e-05,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2090,2110,3.531610425188669e-05,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2100,2100,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2100,2110,0.0,sv_2c_buffer_decoal
R12_SAS,coal_ppl_cfbio,2110,2110,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2010,2010,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2010,2030,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2010,2035,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2015,2015,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2015,2030,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2015,2035,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2015,2040,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2020,2020,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2020,2030,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2020,2035,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2020,2040,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2020,2045,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2025,2025,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2025,2030,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2025,2035,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2025,2040,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2025,2045,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2025,2050,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2030,2030,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2030,2035,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2030,2040,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2030,2045,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2030,2050,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2030,2055,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2035,2035,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2035,2040,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2035,2045,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2035,2050,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2035,2055,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2035,2060,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2040,2040,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2040,2045,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2040,2050,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2040,2055,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2040,2060,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2040,2070,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2045,2045,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2045,2050,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2045,2055,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2045,2060,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2045,2070,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2050,2050,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2050,2055,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2050,2060,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2050,2070,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2050,2080,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2055,2055,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2055,2060,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2055,2070,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2055,2080,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2060,2060,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2060,2070,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2060,2080,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2060,2090,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2070,2070,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2070,2080,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2070,2090,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2080,2080,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2080,2090,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2080,2100,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2090,2090,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2090,2100,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2090,2110,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2100,2100,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2100,2110,0.0,sv_2c_buffer_decoal
R12_SAS,coal_adv_rccs,2110,2110,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,1970,1970,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,1975,1975,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,1980,1980,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,1980,2030,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,1985,1985,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,1985,2030,0.9490000000000001,sv_2c_buffer_decoal
R12_WEU,coal_adv,1990,1990,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,1990,2030,1.0250000000000001,sv_2c_buffer_decoal
R12_WEU,coal_adv,1990,2035,1.0250000000000001,sv_2c_buffer_decoal
R12_WEU,coal_adv,1995,1995,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,1995,2030,5.760000000000001,sv_2c_buffer_decoal
R12_WEU,coal_adv,1995,2035,5.760000000000001,sv_2c_buffer_decoal
R12_WEU,coal_adv,2000,2000,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2000,2030,4.66,sv_2c_buffer_decoal
R12_WEU,coal_adv,2000,2035,4.66,sv_2c_buffer_decoal
R12_WEU,coal_adv,2000,2040,4.66,sv_2c_buffer_decoal
R12_WEU,coal_adv,2005,2005,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2005,2030,0.33,sv_2c_buffer_decoal
R12_WEU,coal_adv,2005,2035,0.33,sv_2c_buffer_decoal
R12_WEU,coal_adv,2005,2040,0.33,sv_2c_buffer_decoal
R12_WEU,coal_adv,2010,2010,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2010,2030,1.23,sv_2c_buffer_decoal
R12_WEU,coal_adv,2010,2035,1.23,sv_2c_buffer_decoal
R12_WEU,coal_adv,2010,2040,1.23,sv_2c_buffer_decoal
R12_WEU,coal_adv,2010,2045,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2015,2015,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2015,2030,2.8360000000000003,sv_2c_buffer_decoal
R12_WEU,coal_adv,2015,2035,2.8360000000000003,sv_2c_buffer_decoal
R12_WEU,coal_adv,2015,2040,2.8360000000000003,sv_2c_buffer_decoal
R12_WEU,coal_adv,2015,2045,0.12656470588235294,sv_2c_buffer_decoal
R12_WEU,coal_adv,2020,2020,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2020,2030,1.4000000000000001,sv_2c_buffer_decoal
R12_WEU,coal_adv,2020,2035,1.4000000000000001,sv_2c_buffer_decoal
R12_WEU,coal_adv,2020,2040,1.4000000000000001,sv_2c_buffer_decoal
R12_WEU,coal_adv,2020,2045,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2020,2050,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2025,2025,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2025,2030,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2025,2035,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2025,2040,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2025,2045,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2025,2050,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2030,2030,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2030,2035,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2030,2040,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2030,2045,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2030,2050,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2030,2055,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2035,2035,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2035,2040,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2035,2045,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2035,2050,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2035,2055,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2035,2060,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2040,2040,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2040,2045,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2040,2050,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2040,2055,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2040,2060,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2040,2070,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2045,2045,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2045,2050,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2045,2055,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2045,2060,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2045,2070,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2050,2050,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2050,2055,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2050,2060,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2050,2070,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2050,2080,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2055,2055,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2055,2060,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2055,2070,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2055,2080,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2060,2060,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2060,2070,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2060,2080,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2060,2090,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2070,2070,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2070,2080,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2070,2090,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2080,2080,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2080,2090,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2080,2100,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2090,2090,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2090,2100,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2090,2110,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2100,2100,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2100,2110,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv,2110,2110,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2030,2030,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2030,2035,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2030,2040,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2030,2045,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2030,2050,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2030,2055,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2035,2035,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2035,2040,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2035,2045,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2035,2050,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2035,2055,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2035,2060,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2040,2040,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2040,2045,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2040,2050,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2040,2055,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2040,2060,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2040,2070,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2045,2045,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2045,2050,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2045,2055,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2045,2060,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2045,2070,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2050,2050,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2050,2055,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2050,2060,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2050,2070,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2050,2080,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2055,2055,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2055,2060,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2055,2070,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2055,2080,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2060,2060,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2060,2070,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2060,2080,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2060,2090,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2070,2070,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2070,2080,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2070,2090,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2080,2080,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2080,2090,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2080,2100,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2090,2090,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2090,2100,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2090,2110,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2100,2100,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2100,2110,0.0,sv_2c_buffer_decoal
R12_WEU,coal_adv_ccs,2110,2110,0.0,sv_2c_buffer_decoal
R12_WEU,coal_ppl,1960,1960,0.0,sv_2c_buffer_decoal
R12_WEU,coal_ppl,1965,1965,0.0,sv_2c_buffer_decoal
R12_WEU,coal_ppl,1970,1970,0.0,sv_2c_buffer_decoal
