nl,t,ya,m,ACT,sc
R12_LAM,gas_cc_ccs,2060,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_cc_ccs,2070,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_cc_ccs,2080,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_cc_ccs,2090,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_cc_ccs,2100,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_cc_ccs,2110,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,1965,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,1970,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,1975,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,1980,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,1985,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,1990,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,1995,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,2000,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,2005,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,2010,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,2015,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,2020,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,2025,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,2030,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,2035,M1,8.05852007354428,sv_2c_buffer_decoal
R12_LAM,gas_ct,2040,M1,16.793751001557236,sv_2c_buffer_decoal
R12_LAM,gas_ct,2045,M1,0.5775465838498803,sv_2c_buffer_decoal
R12_LAM,gas_ct,2050,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,2055,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,2060,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,2070,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,2080,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,2090,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,2100,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ct,2110,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,1960,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,1965,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,1970,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,1975,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,1980,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,1985,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,1990,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,1995,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,2000,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,2005,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,2010,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,2015,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,2020,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,2025,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,2030,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,2035,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,2040,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,2045,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,2050,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,2055,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,2060,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,2070,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,2080,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,2090,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,2100,M1,0.0,sv_2c_buffer_decoal
R12_LAM,gas_ppl,2110,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc,1980,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc,1985,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc,1990,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc,1995,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc,2000,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc,2005,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc,2010,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc,2015,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc,2020,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc,2025,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc,2030,M1,190.74951751726425,sv_2c_buffer_decoal
R12_MEA,gas_cc,2035,M1,264.6898220762132,sv_2c_buffer_decoal
R12_MEA,gas_cc,2040,M1,311.45004917920375,sv_2c_buffer_decoal
R12_MEA,gas_cc,2045,M1,258.69783355301934,sv_2c_buffer_decoal
R12_MEA,gas_cc,2050,M1,214.94493355301933,sv_2c_buffer_decoal
R12_MEA,gas_cc,2055,M1,136.42614380612306,sv_2c_buffer_decoal
R12_MEA,gas_cc,2060,M1,19.44079089401835,sv_2c_buffer_decoal
R12_MEA,gas_cc,2070,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc,2080,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc,2090,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc,2100,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc,2110,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc_ccs,2030,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc_ccs,2035,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc_ccs,2040,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc_ccs,2045,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc_ccs,2050,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc_ccs,2055,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc_ccs,2060,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc_ccs,2070,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc_ccs,2080,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc_ccs,2090,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc_ccs,2100,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_cc_ccs,2110,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,1960,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,1965,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,1970,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,1975,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,1980,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,1985,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,1990,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,1995,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,2000,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,2005,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,2010,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,2015,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,2020,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,2025,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,2030,M1,15.185362676753776,sv_2c_buffer_decoal
R12_MEA,gas_ct,2035,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,2040,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,2045,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,2050,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,2055,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,2060,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,2070,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,2080,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,2090,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,2100,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ct,2110,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,1960,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,1965,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,1970,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,1975,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,1980,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,1985,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,1990,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,1995,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,2000,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,2005,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,2010,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,2015,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,2020,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,2025,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,2030,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,2035,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,2040,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,2045,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,2050,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,2055,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,2060,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,2070,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,2080,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,2090,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,2100,M1,0.0,sv_2c_buffer_decoal
R12_MEA,gas_ppl,2110,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc,1960,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc,1965,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc,1970,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc,1975,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc,1980,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc,1985,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc,1990,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc,1995,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc,2000,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc,2005,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc,2010,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc,2015,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc,2020,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc,2025,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc,2030,M1,180.2518191092048,sv_2c_buffer_decoal
R12_NAM,gas_cc,2035,M1,201.73833997833736,sv_2c_buffer_decoal
R12_NAM,gas_cc,2040,M1,222.43386162711099,sv_2c_buffer_decoal
R12_NAM,gas_cc,2045,M1,218.45447760663652,sv_2c_buffer_decoal
R12_NAM,gas_cc,2050,M1,153.9054013,sv_2c_buffer_decoal
R12_NAM,gas_cc,2055,M1,80.2498175,sv_2c_buffer_decoal
R12_NAM,gas_cc,2060,M1,32.72945285012613,sv_2c_buffer_decoal
R12_NAM,gas_cc,2070,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc,2080,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc,2090,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc,2100,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc,2110,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc_ccs,2030,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc_ccs,2035,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc_ccs,2040,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc_ccs,2045,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc_ccs,2050,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc_ccs,2055,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc_ccs,2060,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc_ccs,2070,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc_ccs,2080,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc_ccs,2090,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc_ccs,2100,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_cc_ccs,2110,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,1960,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,1965,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,1970,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,1975,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,1980,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,1985,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,1990,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,1995,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,2000,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,2005,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,2010,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,2015,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,2020,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,2025,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,2030,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,2035,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,2040,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,2045,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,2050,M1,14.354690686312864,sv_2c_buffer_decoal
R12_NAM,gas_ct,2055,M1,23.046557745625922,sv_2c_buffer_decoal
R12_NAM,gas_ct,2060,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,2070,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,2080,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,2090,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,2100,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ct,2110,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,1960,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,1965,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,1970,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,1975,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,1980,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,1985,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,1990,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,1995,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,2000,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,2005,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,2010,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,2015,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,2020,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,2025,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,2030,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,2035,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,2040,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,2045,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,2050,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,2055,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,2060,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,2070,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,2080,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,2090,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,2100,M1,0.0,sv_2c_buffer_decoal
R12_NAM,gas_ppl,2110,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc,1970,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc,1975,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc,1980,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc,1985,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc,1990,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc,1995,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc,2000,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc,2005,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc,2010,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc,2015,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc,2020,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc,2025,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc,2030,M1,44.4428913723528,sv_2c_buffer_decoal
R12_PAO,gas_cc,2035,M1,50.1476598,sv_2c_buffer_decoal
R12_PAO,gas_cc,2040,M1,60.73396001026248,sv_2c_buffer_decoal
R12_PAO,gas_cc,2045,M1,50.40345932214232,sv_2c_buffer_decoal
R12_PAO,gas_cc,2050,M1,27.98271182214232,sv_2c_buffer_decoal
R12_PAO,gas_cc,2055,M1,18.70785182214232,sv_2c_buffer_decoal
R12_PAO,gas_cc,2060,M1,8.672083212129772,sv_2c_buffer_decoal
R12_PAO,gas_cc,2070,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc,2080,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc,2090,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc,2100,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc,2110,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc_ccs,2030,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc_ccs,2035,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc_ccs,2040,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc_ccs,2045,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc_ccs,2050,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc_ccs,2055,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc_ccs,2060,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc_ccs,2070,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc_ccs,2080,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc_ccs,2090,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc_ccs,2100,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_cc_ccs,2110,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,1965,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,1970,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,1975,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,1980,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,1985,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,1990,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,1995,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,2000,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,2005,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,2010,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,2015,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,2020,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,2025,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,2030,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,2035,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,2040,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,2045,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,2050,M1,3.3660031237239307,sv_2c_buffer_decoal
R12_PAO,gas_ct,2055,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,2060,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,2070,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,2080,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,2090,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,2100,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ct,2110,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,1960,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,1965,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,1970,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,1975,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,1980,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,1985,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,1990,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,1995,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,2000,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,2005,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,2010,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,2015,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,2020,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,2025,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,2030,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,2035,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,2040,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,2045,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,2050,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,2055,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,2060,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,2070,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,2080,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,2090,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,2100,M1,0.0,sv_2c_buffer_decoal
R12_PAO,gas_ppl,2110,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc,1985,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc,1990,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc,1995,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc,2000,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc,2005,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc,2010,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc,2015,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc,2020,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc,2025,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc,2030,M1,88.27436990815872,sv_2c_buffer_decoal
R12_PAS,gas_cc,2035,M1,80.4655954517601,sv_2c_buffer_decoal
R12_PAS,gas_cc,2040,M1,66.52698782130348,sv_2c_buffer_decoal
R12_PAS,gas_cc,2045,M1,46.30614479781552,sv_2c_buffer_decoal
R12_PAS,gas_cc,2050,M1,29.99387997296589,sv_2c_buffer_decoal
R12_PAS,gas_cc,2055,M1,15.313110974144553,sv_2c_buffer_decoal
R12_PAS,gas_cc,2060,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc,2070,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc,2080,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc,2090,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc,2100,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc,2110,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc_ccs,2030,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc_ccs,2035,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc_ccs,2040,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc_ccs,2045,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc_ccs,2050,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc_ccs,2055,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc_ccs,2060,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc_ccs,2070,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc_ccs,2080,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc_ccs,2090,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc_ccs,2100,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_cc_ccs,2110,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_ct,1970,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_ct,1975,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_ct,1980,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_ct,1985,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_ct,1990,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_ct,1995,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_ct,2000,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_ct,2005,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_ct,2010,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_ct,2015,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_ct,2020,M1,0.0,sv_2c_buffer_decoal
R12_PAS,gas_ct,2025,M1,0.0,sv_2c_buffer_decoal
